LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,1stFlrSF,2ndFlrSF,LivingArea,GarageArea,TotalBsmtSF,BedroomAbvGr,BathroomAbvGr,GarageYrBlt,GarageCars,Fireplaces,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,HeatingQC,CentralAir,Electrical,KitchenQual,LotSlope,LandContour,Foundation,RoofMatl,HouseAge,SalePrice
127561.0677835976,1974,1966,1406.9283450855585,3221.89961635733,730.8050510212408,4609.326513563502,561.3924006890161,5519.762357956192,1149.5240667996206,5954.862278374406,6,2,1941,2,0,9,5,1,3,4,3,3,0,2,2,1,2,1,2,122,468211.4556303416
7817.903411974863,1911,1952,891.2648212400562,5133.7563874301695,229.03204102715543,3008.5393312716506,350.4413188555808,3742.421511555494,584.0706243174737,4208.974219840147,5,1,1930,1,0,9,7,4,2,0,3,4,0,2,1,0,1,2,0,63,413154.73282784614
9281.307935707122,1888,1975,370.2090182029568,34.90149498522083,1230.6448998937658,3792.235998913245,1483.6202682373394,497.41510751284295,1058.4224721729408,5468.650112307586,5,2,1921,2,3,8,1,3,2,4,1,3,0,4,4,1,0,0,0,80,305464.2711312656
177089.73981296897,1972,1964,803.8836594662023,4575.498070985368,133.383447247932,707.0428512016243,1590.233849539679,4175.945138354818,572.9144695657561,4273.204869629982,7,3,1916,4,3,7,5,1,2,2,0,2,1,1,4,3,3,1,2,70,435510.52652007865
78272.74006958689,1974,1985,1170.3781755249854,5352.597755940659,258.2288364968441,1133.5094617791337,954.7083472534187,5140.227817865402,961.9011925672183,4491.55768977482,7,3,1983,3,2,2,4,3,1,3,0,4,0,4,4,2,0,3,2,64,463540.13164443796
28452.83155370778,1995,1981,1532.988814271094,515.4424445785961,512.4936131624313,3639.1232070830574,1474.589701844561,4556.939965908286,1083.347815935112,1774.4107342891261,2,1,1919,3,3,8,7,4,3,2,0,3,0,2,1,0,3,0,2,112,358381.5502559545
112903.3846737117,1923,1981,352.7136067926703,911.2107399698064,1084.722183724683,429.8172630473723,1519.7065843508249,3432.987011095743,1406.551944760901,1854.254844864434,2,1,2006,2,3,3,7,2,1,3,0,2,0,4,2,2,2,2,0,101,306150.3588782258
165847.62229717313,1923,1953,1417.8908354069522,5422.45213284153,1012.0741778738892,3893.9542625251056,285.53896465467477,3897.2790475003844,489.77246680617924,4784.036208909539,6,3,1907,3,2,6,8,1,3,1,2,2,0,1,3,0,3,1,1,3,432740.202498476
47420.953576075386,1995,1967,1494.8865826679844,3033.8765707061143,1868.0801896385203,394.7898234593501,1995.1576212833183,5589.938017347874,582.855826854799,1812.8754268280866,6,1,2010,0,2,7,4,3,2,2,1,1,1,4,1,0,2,3,2,135,386937.4245930524
134411.69468252035,1934,1998,1466.272871251306,80.12580495840857,1727.4127914732887,3197.7239006290292,1695.43097075413,815.2343658075679,234.84924424362293,3438.525132597358,3,0,1997,4,0,6,4,1,1,4,1,3,0,2,1,0,2,3,1,59,316073.5897217787
19538.75326916822,1987,1968,1016.6629709790558,1454.0750010213585,995.8795347622782,1925.07930437021,422.25834736937554,3875.7355503852355,289.3755968137622,1523.542619639949,5,0,1948,4,1,5,5,2,1,3,2,4,0,1,3,2,0,1,1,44,403088.7851839685
12344.383813731465,1933,1992,1007.7130470955323,2539.4820975734438,779.5330288966715,2998.8945681502696,384.43079881563506,1838.274962780712,983.2341136844996,4991.768456743414,0,3,1986,3,2,4,5,1,4,4,0,1,0,2,2,0,3,3,1,71,203096.85888925588
114850.48476611322,1878,2001,645.1370130941165,3910.777893823789,739.2710795676606,3367.3048716585577,259.4902656218384,3731.5998250793905,1300.3706468390471,675.1632560011859,1,2,1937,2,3,2,3,1,3,3,4,4,0,2,1,0,0,0,3,94,188218.93571748998
116833.72548807976,1963,1984,1203.8366116860607,4137.957174204097,1808.052523918805,1826.5070052139138,285.75173164906147,3559.265940791947,559.5498214556391,5067.91896894377,1,1,1952,0,0,9,5,3,4,2,4,1,1,3,4,2,2,3,1,30,320021.67630739266
137518.76995016675,1885,1989,850.070429361491,5618.159018951274,121.64114093288612,804.5003488670213,1544.9541149942577,1148.5488648301243,255.01942561279748,3682.679081101447,7,1,1927,2,3,7,5,2,1,2,2,2,1,2,4,1,2,0,1,119,309776.0420235569
156465.71801653277,1957,1963,1083.9009139652712,1622.713209321936,29.95137325677521,637.5166916469417,969.8360406051027,1431.4111955891894,404.27109012508555,1142.0172577934422,1,0,1976,3,2,7,8,4,1,4,4,1,1,2,1,3,2,0,0,63,234576.92051844683
209839.58938114365,2004,2007,685.5326461580727,3037.7142549456744,1858.3916995406498,2900.5831863275835,1616.7590667078257,3633.609800253377,645.2633174179406,3311.836205442382,5,1,1928,4,1,4,7,2,2,2,3,1,0,1,2,2,2,1,3,66,351961.90944599995
111633.38443196543,2001,1982,1170.3943424690226,3010.0781041196105,1114.6139343104192,2603.0160315732583,1541.016356833174,1014.6445602884331,412.1421670400924,1726.0678931372502,2,2,1971,4,0,5,8,2,4,4,1,1,0,1,4,2,1,3,0,108,242975.09997103963
70315.79826754426,1933,1963,1319.1544281672784,2289.4618443202085,305.7383396611535,3568.5119977498957,1248.5252533882826,1741.5800851917536,331.21513986680634,1976.3854152033343,0,1,1910,2,2,6,5,4,4,0,4,3,0,1,4,0,2,0,0,67,161758.89808857685
171231.28982207197,1950,1983,234.29801056450577,954.7497288466196,550.2820232127549,2555.427352597158,1417.3470425849732,4767.483367393317,1043.6260050575388,2147.836334156939,1,1,1946,1,2,2,2,1,4,3,3,1,1,4,3,2,3,3,1,34,254089.77542491184
59176.85209470526,2009,2010,1332.6875449187648,5516.7648426096075,2178.3292344354854,2175.018752954571,37.9045708429278,2070.201713856698,11.124098319203688,386.880599000881,5,0,1944,2,3,4,8,3,3,4,1,2,1,4,2,2,2,0,0,97,310570.7474520814
95108.19260479443,1929,2004,864.4744508644916,4816.122201546212,2007.7989510597617,2068.863922753494,643.8208406523703,2924.6233094793706,764.6288877631331,6024.22589169266,4,1,1917,1,1,4,9,1,1,3,3,4,0,1,1,3,1,2,2,35,255577.05142305934
18066.128692842234,1991,1953,1351.4654545443589,2812.5916116926746,1658.0578773231998,449.2556015206348,1317.102800170682,5329.57289895412,1125.561332368191,192.67657788177922,6,3,1949,2,2,4,2,1,4,0,1,3,0,4,3,2,3,1,1,131,386091.9630514593
6717.45386788327,2004,1973,690.0827301456234,3404.717165628664,1126.478138067995,1796.358284994032,19.297328949094275,1539.7073635465108,377.5117099981699,4047.855895155941,3,3,1988,1,3,7,1,4,2,3,1,2,0,3,3,0,1,1,2,48,247604.97678858228
207017.9662166726,1936,2008,606.4647766128561,1282.661386290734,1215.4759907830771,4587.495846491745,68.09738870455539,2402.134900136319,855.4673620478407,2268.2009277979005,3,2,1948,1,0,7,6,4,1,4,4,3,1,4,3,3,1,1,1,17,290133.38839817897
179948.9517534584,1884,1978,1464.0971720275559,3069.1342252910194,2278.1712344233274,4140.955201197653,1759.1486838013413,3553.07787258514,948.5003497672001,3947.1228776843304,1,2,1921,1,3,7,3,1,2,2,2,4,0,3,2,2,3,0,1,59,329110.8135356226
150029.68784222327,1953,1968,401.87082807744207,3922.4114313376094,2256.039756913695,1769.4296161351206,1412.5113393941283,4343.339037807084,928.8250195024176,2176.676826365137,2,2,1944,1,0,7,1,2,1,3,4,4,1,1,2,0,1,2,1,85,262795.5182787232
88693.24422132947,2010,1955,1350.739720457829,2907.602708213907,502.86849095570886,2895.61237527925,547.9884988935103,5119.976176671039,632.2147812937817,4116.616448641626,3,2,1960,0,3,2,6,3,2,3,0,4,1,1,2,3,2,0,3,137,280758.8097434598
38332.99619913974,1923,2006,774.4329160150465,5589.1695027814085,1894.7402668892232,4026.5192170436826,1420.6432648451341,5193.330618040219,491.4475868078549,4455.628962851684,3,0,1998,1,1,5,8,2,4,0,3,3,1,4,1,2,0,1,1,112,307150.08416330843
34730.59601881109,1988,1982,822.5527080820156,3450.4123078621665,460.7588681661513,2257.0735595567994,1636.4230217725787,4456.405514769883,1185.3403355534394,4219.27663284183,7,1,1992,1,3,2,9,1,4,1,0,3,1,1,2,0,0,0,2,22,360169.6956278373
54776.90733777402,1897,1998,493.5492503831744,2093.775633870202,498.82354833691045,412.2603702231579,633.5301946223591,1545.9800806372918,1075.4763670258076,696.3077060983104,3,0,1920,4,1,5,6,1,2,2,1,4,0,1,3,3,0,1,1,67,246443.1306482993
118669.73824769794,1905,1989,916.8675209904251,4358.026043863791,1579.3533278084515,658.7165926056334,74.41718453582209,465.6879238659393,455.5398359009279,4013.617663740123,3,2,1970,0,1,6,6,3,3,4,4,4,1,2,4,0,3,3,1,58,227648.63629420404
154009.1486810033,1923,1968,520.3379140419381,962.0904153667877,946.0825663005131,2558.2914796376635,1926.1888924801717,2371.072022327651,146.08121771904823,1710.7239271645346,1,1,1960,1,0,3,1,2,2,0,0,2,0,1,1,3,3,0,0,89,179346.43263935184
142384.17940457916,1983,2002,62.8310627866437,2170.2072525581684,2176.0877350008313,4558.816799195478,712.7963660804769,1085.3413010433662,101.82309944167531,175.9763741786278,7,3,1975,3,3,6,5,1,1,4,0,4,1,2,1,2,3,3,1,6,356999.0839403991
61121.87377734799,1953,1950,435.19776855096967,1958.2363159310944,207.92674071707663,3355.007184989826,219.88484118291868,4104.737632602486,133.6833366606913,2534.6154052415086,5,0,1935,0,3,5,3,1,2,4,0,1,0,1,1,1,0,0,1,12,355501.6764343077
205354.71047772458,1913,1954,10.206469450545086,2437.119244788295,1194.9238969309756,643.052762289286,1015.6844394268493,3843.2811548709046,826.5087541703167,2648.9483581312243,0,1,1923,4,3,4,7,4,2,3,1,3,1,3,3,3,0,1,1,130,244140.12048035648
158988.57109788572,1892,1976,1565.3676592909706,4412.365337541732,2145.666295115131,1159.234696700938,1586.8859980464363,567.4014737266823,73.25696532550738,2854.4339547834484,0,3,1931,2,1,9,9,3,1,0,1,2,1,3,2,2,3,3,1,10,172904.99910462584
119765.46102168632,1913,1965,1545.195535711596,2732.6725935302716,2112.009510880124,3695.4262581390326,457.70170468525964,4774.6397796270885,477.76230869900644,4306.475650537276,2,3,1990,4,2,8,6,4,4,0,1,3,1,1,3,3,0,0,1,50,380053.32690608833
132024.72347028105,1984,1955,632.248475955688,4481.417557301093,365.6522425391715,4000.9944738893146,556.4969535253954,1654.3292574735954,1068.0371773143772,1887.0356738604253,5,2,1995,4,3,7,5,4,1,2,0,4,0,3,4,1,1,1,1,31,387855.2625504424
90968.5333408187,1976,1989,1165.3933669434336,3253.703369321403,856.4656674253223,3025.9130066098787,501.20644773907424,2628.261316706452,417.38570011880614,1926.3639350649669,6,3,1958,0,3,1,7,4,2,1,3,1,1,3,2,0,1,0,3,41,224679.82047540342
54240.11245639735,1888,1962,553.2897574566799,1930.6398892072423,1446.2675905090825,3142.3961732467405,2047.8048540974155,3879.392267799081,1082.370853441424,369.9742856341022,4,3,1995,0,2,9,9,1,1,4,4,4,1,3,4,1,0,3,2,101,310655.505855932
77371.3614277746,1991,1997,1073.7490513375617,4571.520029349518,372.3464508259955,457.49460877079025,407.63871015357034,2613.3549206117605,1057.0722601776044,4196.477629712928,0,2,1995,3,0,9,5,2,2,2,4,3,1,4,1,1,3,0,3,120,252821.00824478382
163251.71380623567,2008,1984,1288.6880688735666,1344.9069006016489,2261.2997938988456,3944.734871256214,1188.4492480350461,2676.3556572620996,348.5828740739007,3469.417418451458,4,1,1989,3,3,6,5,4,4,2,1,2,1,3,1,0,2,0,2,77,303830.6936656699
4375.888520178829,2000,1968,1514.8099915075852,1266.4175379900457,2136.8544319078146,3769.3033572084755,1910.6714850216313,682.3533992421098,1033.469851371513,2134.987438559045,0,1,1974,0,2,7,4,2,2,4,0,3,0,2,3,1,2,3,3,71,158076.32513382187
26104.723276328,2001,1961,640.3396413594752,2847.414503365493,389.99561822452,1462.875158002387,303.3414147326141,2464.8623594721003,1060.3472730698388,4308.704661185037,7,2,2009,0,3,3,5,1,2,3,3,2,0,4,2,2,0,1,1,105,254108.58022115284
11130.764600048562,1931,1965,1253.2767727296764,1472.2331442100299,283.01915750566195,3422.4131456096793,2004.813918596801,4393.812617211672,563.589666595844,3283.2558477762195,0,0,1981,0,1,5,7,4,4,3,2,1,0,2,1,3,2,0,3,118,210057.79846283782
10003.745055563919,1919,2008,425.48552101139006,51.28722526466492,199.51421584010774,1270.3363748001416,1956.5404890269647,5191.755997786461,298.3762459454729,2867.0866192689973,7,2,2002,2,2,7,3,1,1,4,1,4,0,2,3,1,3,0,2,32,469200.65744130866
184111.92680315225,1900,1992,1584.5316860698374,3658.9912440744356,2124.46039918957,509.7588418624936,1826.6411532753123,2528.8428035323773,739.1620041726704,3124.1929617694827,7,1,1904,4,1,1,4,4,3,0,2,4,1,2,4,3,1,2,0,78,353032.0245171081
151671.68454951106,1968,1959,41.23135802296183,2884.6135283902145,452.3052196821964,1210.5530526088642,443.05921654645465,2582.3935690741505,1306.5417797842783,3888.0870453817156,2,0,1915,3,2,1,9,4,3,1,4,1,1,4,3,3,1,2,0,77,257786.4942003853
102630.9472759614,1881,1974,965.6460904017936,2514.502544999402,972.4415930796126,1112.4646448952371,1309.3236906626805,4063.544680365945,906.9765265886639,4032.6159139508027,3,2,1910,3,0,5,2,1,2,3,4,3,1,1,2,0,3,1,1,118,309509.3770719748
22207.160131119017,1929,1969,1055.2095706421235,5457.570296505772,1048.5167901630791,1805.9057697704643,1571.2408916649608,5338.233781866808,245.20410163545637,1765.5322749497818,2,1,1934,1,1,9,8,3,2,1,3,1,0,3,2,1,2,3,1,56,432664.5327768755
106358.31251246708,1892,1980,1100.8728913186062,3223.8481942866847,1399.2897992828937,2157.6029086906465,2036.1476717256273,1751.559470790524,968.1493192721313,859.9419503199463,7,1,1974,2,3,7,9,3,4,2,3,4,1,3,2,0,0,1,2,51,360924.61141532846
102480.91741580689,1899,1953,192.62012606254243,4873.207825043286,167.5737629939847,2550.212489147011,372.5751925980299,2670.285448303369,605.7738926856414,957.0348470740696,7,1,1941,0,2,1,5,2,1,2,2,2,0,1,1,0,1,1,0,71,304983.8090971776
38313.23959977025,1905,1993,1501.6476535570087,787.057133141924,529.7081302476053,2411.693389465294,1581.843482507347,4559.025976775614,838.7878346499189,3906.67831286734,0,3,1986,0,3,5,7,2,3,4,4,4,0,1,3,3,2,1,1,67,302922.8707700539
94014.09744215483,1879,1972,289.89324648013246,3212.60127790249,2175.9615438426113,1513.599932796731,699.6244158994882,3570.2534662373964,1040.902801662767,5333.25577603714,5,3,1997,2,0,8,6,1,3,4,3,3,0,2,4,2,2,0,3,99,377022.56222401053
86460.4617407187,1950,1951,996.4054451837458,4898.877013269216,2122.0460105793786,461.12577364581654,362.6686513979248,920.9923137606717,730.1953444474827,2502.0222606913217,3,0,1980,3,2,8,1,1,4,4,3,2,1,4,2,3,1,0,3,81,238304.4774057931
132907.16595375867,1958,2005,356.2817265969359,3291.0488940877444,1825.094952339697,2971.032869709503,870.1433836066104,3666.0053603645065,1154.2292759449517,1035.768179613015,5,0,1909,0,0,2,8,1,4,3,4,3,1,2,3,0,1,1,0,58,288241.1159794603
137019.51319041548,1959,1971,491.54626723403345,4052.4720213487967,45.32130976415125,2058.6559684747704,1639.2711585868929,1325.249278642611,1024.0166114709782,4622.8412645754515,5,0,1981,1,2,7,9,3,3,1,4,4,1,3,1,1,0,1,2,18,293083.2192883701
10981.466888285913,1940,2000,874.333666764999,2099.8138967320983,763.8878112068945,1635.6132618949416,959.9148446488678,3042.226178088169,872.1739961462481,5086.5106887028305,5,3,2007,3,1,5,1,3,1,2,0,4,0,1,4,2,3,2,1,2,362582.930068348
81354.7157456769,1958,2006,667.5094697033223,521.7850741572039,1466.9116057610327,4112.1290646553725,1109.9852019192952,3142.4801447416075,213.82421285027442,5380.358727469105,3,0,1907,4,3,9,8,4,1,1,3,2,1,3,4,2,2,3,1,38,445060.9846721802
135046.26398813233,1972,1986,256.36096156241007,2584.389265697191,642.8443347028392,3588.30733538438,2055.0041820632505,4984.88744669022,1185.3758392726038,3707.7400306629097,5,1,1925,2,1,3,3,4,1,3,2,3,1,1,4,1,0,1,1,65,326065.01486381417
108820.21845856475,1879,1957,273.49824387335724,2226.441681894512,2124.794519645624,4072.142259807103,824.1607035860848,2788.9196064580215,1327.1141199834992,5259.051497861197,3,1,1902,3,1,1,6,1,2,1,1,2,0,4,1,1,1,2,0,72,257120.7311466894
184331.87906194446,1948,1956,669.0316610604795,4893.687669346778,1480.7657828405843,2491.135019356905,1270.8025584745803,1817.2803772281266,194.21654556158006,94.18539611977091,4,0,1958,4,1,4,8,1,1,1,1,2,1,2,2,2,3,1,3,133,244541.22575572916
142062.82907696854,1958,1963,1211.6527652408013,1377.1094864773534,167.97409165121692,904.5983967684963,754.2292763357428,1559.9693763306955,692.3259215366046,655.2107488117887,7,0,1987,1,1,7,5,2,2,4,4,3,1,3,1,0,3,3,2,27,345554.32122053043
36119.08706730152,1914,2005,1436.7434349564617,5456.24798020815,2123.437055520202,3368.133018616505,811.1023596687756,4974.528961440456,367.10423611417536,565.6397696883234,6,3,1902,2,2,1,8,3,2,1,2,2,0,4,4,2,2,1,0,97,368121.4907642948
16380.541319471857,2000,2004,134.60425961501255,5407.731548176576,2237.342913499656,1232.0695329662096,1436.4981558647678,1241.7256152519562,1069.9140499294506,4354.014620796419,0,1,1937,0,3,2,7,1,4,1,0,1,0,3,3,2,3,3,0,92,114108.6662221174
138584.99975268965,1980,1952,628.9662520950417,1397.6329934952,181.53620936307075,2256.8788979017017,1936.7366056359344,2594.510321167727,1023.2708238546646,425.14469745126786,1,2,1901,0,2,5,7,3,2,1,3,2,1,1,4,2,1,0,1,125,181516.17246556925
6965.467062744581,1888,1999,160.3929019566026,1964.4052367139968,1243.5935086360316,617.273438239256,1119.9712327666437,1327.5148940322347,199.77510096882537,3032.786315769136,5,2,1998,4,2,9,7,1,2,0,0,4,0,3,3,0,1,3,3,15,363097.4422744221
126480.2417181391,2004,1965,26.547969012156614,5054.516601492207,708.6589632523021,3930.6940177593574,1586.7458532792305,4438.697844927105,1243.6246706490015,2888.2391506677263,2,3,1916,3,2,1,9,4,4,2,2,3,1,4,1,1,1,1,2,34,298101.75118076813
202227.20259251344,1892,2004,1058.7498922303305,5455.615814737631,917.6720826605559,882.8493136850075,184.2115439570303,2851.9699729852778,256.6198047208072,1898.3985289408522,4,3,1972,1,1,4,6,1,1,2,0,4,1,4,1,1,0,2,2,74,327890.0196279962
124278.83181207534,1929,1968,963.9191071465405,2502.7702964066325,419.66524514367865,4269.698935720891,436.0413472969292,2197.870709475558,1130.5132983690164,5318.17558834623,2,3,1935,4,0,3,6,4,1,1,4,1,0,2,1,1,1,0,1,106,211946.72457240112
84251.91323033374,1981,2000,260.83058210381796,1811.7073255972273,1350.3764303009957,4100.316964655865,1036.9018384988344,2250.716892445286,647.9981499525109,1041.3468634867756,1,1,1985,1,1,5,9,2,3,4,1,1,0,3,3,0,0,2,2,86,265130.58595648553
138770.69228113088,2010,1967,374.1005329489026,2969.2746107917033,2237.8397691894083,2358.6516874262343,41.32420929341994,4857.553009285575,465.49011226545844,2153.5476126793556,3,0,1994,1,2,5,6,2,3,4,4,2,0,1,1,0,1,1,3,68,364037.8328473839
99228.6426980371,2006,2001,37.93240583122941,3881.769400728207,1175.1775942344786,3577.9566343567913,522.1455311446839,3273.4321493948773,224.38327447203477,4730.187865140097,1,0,1997,1,1,2,7,2,2,4,3,4,0,3,2,1,1,0,1,115,229692.48639569548
117898.30787681529,1899,1965,1335.915529111046,1543.4901647763859,193.688462137508,3033.541631699512,1068.433663488555,4144.442553804747,237.67701521592048,185.88034094296674,2,3,1987,2,3,5,7,1,3,2,4,2,1,2,4,3,3,2,1,7,334406.9319897623
202491.02963554344,1922,1957,1559.5049536776824,4156.654597550047,1448.323115003226,3833.803649307892,30.89487439926097,5095.480444258634,938.5608065658766,4111.726945505313,7,1,1972,4,3,9,2,2,4,3,2,2,0,1,2,3,2,1,3,106,531045.0953319038
83810.13369802546,1876,2009,216.7352588715053,291.554123555034,794.7609150381364,2215.806629225005,546.2880810567762,5120.444816423728,780.5102901090169,4988.190108069196,7,2,2009,2,1,5,8,1,3,1,2,4,0,1,3,1,1,2,2,106,386352.0795571804
206706.42348917047,1876,1982,370.360342024477,278.2181171623664,1999.4412428852718,3758.5533743368774,1061.4736422176704,2077.726060425378,173.117127901448,5696.156495301202,1,3,2006,3,1,2,6,3,3,2,3,1,0,2,1,3,3,3,3,113,165494.37975401935
194773.43218601082,1965,1998,1389.4552383150944,2180.2078078414575,1015.4081544672745,2349.3868087699148,1183.5531970812724,5389.611304781013,159.8055661015451,5354.172473402973,7,1,1901,3,0,7,4,4,2,4,3,1,0,1,4,3,3,3,2,9,522603.0177733294
43140.56550447265,1967,1961,1482.3420767298958,1995.002695990707,450.47332648908576,4434.728903418895,1911.6772461592059,466.0411817335257,102.53639502781829,1951.4369538538165,0,3,1984,0,1,6,7,3,4,2,1,1,1,4,1,1,2,1,2,27,165230.85508105622
16122.509997022858,1879,2002,671.4038124908965,1781.4338675322074,446.4227346065146,2453.6096153959934,1332.6387120125053,2334.2431578738074,1054.6620985756856,3582.6849034832403,1,1,1933,0,1,7,8,1,3,2,0,3,0,4,1,1,3,2,2,59,225544.83855011337
22836.258894356077,1935,1960,80.99595563051861,2771.315540503328,1795.8331261646306,2350.0947870871933,856.4294322244372,5088.900335656931,1009.4487968551321,472.26324314934635,5,1,1926,0,0,8,1,2,1,2,1,3,0,1,4,0,3,1,3,9,343548.3562479311
5194.004141736177,2009,1954,63.02693390851104,1810.220338566508,620.4126296459928,3755.3431726937883,1921.175180779785,1791.7725580685453,82.85514503178756,1575.5857216783324,0,3,1936,3,1,5,4,4,4,4,4,2,1,3,4,3,2,2,3,101,186266.29403771984
21482.4607135419,1909,1976,918.3197857104167,1085.103691833911,1792.257208755945,3914.435580693732,1620.7833606957952,1783.5163383055578,794.4629671965076,575.6987341472701,5,0,1970,1,1,2,4,2,4,3,0,3,0,1,2,3,0,0,0,62,210609.05118308312
147258.54747907547,1982,1961,628.6321742290864,1746.6461350560635,480.9527579507762,2750.4635602116623,413.01842209782376,1940.3190892146652,120.07078813413428,1925.794342840719,6,3,1921,1,1,7,9,3,2,0,3,3,1,3,2,1,2,1,3,55,350124.71176631463
16513.014175950935,1983,1966,45.843884124247225,5502.359715740966,751.4593572862588,1117.5588712115386,270.1894761853128,3584.159446767463,1281.5115027234792,5347.393874232834,6,0,1967,4,1,7,6,1,4,1,2,4,1,2,2,2,2,1,1,133,392592.6577896139
69465.09219377679,1952,1955,933.2038277000909,2320.3241255189255,1087.3775676191378,2372.4903705131314,1395.5510278087436,2660.67037296099,1286.2925003974278,2121.189390409928,1,0,1913,3,1,8,4,4,4,1,4,2,1,4,2,1,1,2,1,127,253058.7357613154
181849.85395417243,2007,1982,18.084058542435955,2509.958912588447,2203.305504883901,4552.859967680379,1156.1587369164715,4191.508511363542,990.0943795550185,3433.1974093387153,0,2,1997,0,2,7,1,4,4,2,1,2,1,4,2,0,1,1,1,77,335224.52234132827
6273.212666745988,1975,1954,1259.7951330388366,3254.019923284234,2176.5246082249346,3615.513829264769,1630.6760124820405,5084.185690733246,1313.3358906011401,2647.956981982288,7,1,1922,3,1,7,8,1,4,3,3,4,0,2,3,2,0,0,1,45,508999.8743064104
175351.91472925557,1944,2006,490.2925163253945,5549.975296929895,483.2527009864643,3869.0466277052583,1525.6324284124876,3912.650282196704,1150.6403971266132,2803.9799634652727,0,3,1943,1,0,9,9,1,4,4,0,1,1,2,3,2,2,2,0,68,323013.90424889204
61532.36536907557,1920,1977,64.41280481477136,1363.5976042034465,836.7996803438181,477.0535238542485,1291.0618174157685,1419.3093508087309,1174.867700664556,5924.085236721371,6,1,2005,1,1,8,5,4,4,0,0,4,0,4,1,2,2,2,3,44,403169.263081703
26551.823662747942,1907,1963,941.3635535730454,3845.1562318450565,348.99697142801216,2372.931538159669,2036.8791844136624,5284.675537729546,807.8457321081653,1809.503801092172,1,2,1988,2,2,2,5,3,4,0,2,1,1,2,1,0,0,2,3,94,292205.61735661706
150192.732238319,1997,1954,636.2950630928875,4041.017610349491,1191.3251452763293,3151.9749004796263,1101.8627926779939,1737.928171728416,433.9919430705374,3832.952508786577,4,0,1964,2,0,2,8,3,1,2,3,2,1,1,2,3,1,0,2,107,199989.77556941955
135705.0863568612,1939,2003,1558.0806613714392,3427.739008380064,1075.920838422741,3951.2824352511493,233.56338717605146,1129.6389196018633,308.8391452350858,2566.5829111304215,3,3,1978,4,0,7,8,2,4,2,3,2,0,1,1,1,2,0,3,57,270031.5606168562
188815.76929073123,1949,2005,870.7178600059235,499.9361489092192,2104.175739484911,548.7345823137181,1710.384911345016,811.5463161939804,463.9696312512016,373.60316620136274,3,1,1995,3,1,3,5,4,2,4,4,3,0,3,3,0,0,1,2,114,230819.20409115363
158384.6820608904,1976,2008,440.38268965921327,3820.2671247708417,2172.4925625199457,4048.9286636272827,520.077193243889,3324.4408954560067,891.20651986629,2989.8113812240817,3,2,1977,2,3,1,4,1,1,4,4,3,1,3,3,0,1,2,2,9,209459.55510424322
173003.87482324213,1993,1982,1135.1021834143596,361.7505490881744,896.0134253930344,2723.9312823212513,1605.1289359171913,937.8511508472998,244.82696781034167,4969.527740465612,7,0,2004,2,2,9,6,1,4,4,0,4,0,3,1,2,3,0,1,110,344569.5942495577
61570.7881584882,1990,1999,434.3872040683381,3364.629114059618,1148.6998348923594,1193.8942837704692,1976.426153240106,1070.6223928698441,366.75185555172203,603.3806386451159,0,0,1960,3,3,3,5,1,3,2,1,3,1,1,2,2,0,3,0,12,121289.50733493705
39218.830505726764,1985,1997,1446.7892662521042,4174.196164239515,2093.6078780053667,1716.5982332877927,1438.8827363363646,1926.5617910008962,663.7103034439685,425.2061875914478,7,1,1984,1,1,1,8,1,2,3,0,2,0,4,3,0,0,1,0,35,290194.29861268576
161706.37242565144,1881,1990,599.5551528118023,1190.714062659,1884.4694388924636,1562.6489865333017,1230.8022823613392,1829.014175405134,330.46503970790485,938.6885896028593,6,0,1954,4,2,6,9,4,1,2,4,2,1,3,4,3,2,0,3,85,379344.968724581
173720.58378141432,1962,1968,879.7897004419283,4750.114610571417,8.54114330110071,2647.483671429178,950.6974527689588,3541.303320843011,834.6967236573754,4670.48468058866,3,2,2010,4,3,4,1,3,2,2,4,1,0,1,4,2,3,0,2,127,310188.29242847784
212970.9488455439,1873,1971,80.91696611876617,171.31687842827606,747.6591419328487,559.2461930527124,752.5063732805078,4669.283943440993,1309.0636083510758,4423.611797124349,6,0,1970,4,2,1,9,2,1,0,4,3,0,4,1,0,1,0,1,121,386530.20615049725
89476.39755597184,1989,1954,681.7939807235692,4762.47980248748,985.2646291627901,1024.9005787426668,728.9548107568419,4375.243975124953,1060.7907205670333,3452.2585680163356,0,3,1999,2,1,4,9,3,3,4,0,1,1,2,2,2,3,1,2,117,297978.21599973
80800.26493391776,1884,2008,1331.781663457592,2598.0971618277663,536.6172386840293,3875.7162830316597,1314.1096372903046,1727.2674856350586,944.9929388631587,2860.863329005984,6,3,1984,1,2,8,6,2,2,1,3,2,1,1,1,1,2,0,1,134,308656.8192981161
167219.44971056472,1966,1951,1289.038088581347,1228.0663329742015,466.1992947329129,911.8881916746026,1551.3789864764453,1636.1081233095815,826.2990529449983,5427.6707278330205,4,1,1949,4,1,7,5,1,2,4,1,3,1,2,2,1,2,0,2,14,430910.7740189817
74129.71655206992,1903,1979,358.909694165642,755.0438503459554,88.2646074075077,1351.1409422985173,1401.1377484853156,5460.4214418077845,691.910135326518,4684.523703622578,7,2,2003,3,3,1,7,1,1,3,1,1,0,3,2,1,1,3,3,80,407098.30337842833
